Ýl Adý;Coðrafi Özellikler;Tarih ve Kültür;Doðal Güzellikler;Turistik Noktalar;Gastronomi;Alýþveriþ;Etkinlikler ve Festivaller
Ýzmir;Konumu: Ege Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Bozdað, Yamanlar Daðlarý, Ýzmir Körfezi. | Ýklimi: Akdeniz iklimi özellikleri gösterir, kýþlarý ýlýk ve yaðýþlý, yazlarý sýcak ve kurak geçer.;Önemli Tarihi Yapýlar: Ýzmir Saat Kulesi, Efes Antik Kenti, Pergamon Antik Kenti, Konak Yalý Camii, Kadifekale, Smyrna Agorasý. | Müzeler: Ýzmir Arkeoloji Müzesi, Ýzmir Etnografya Müzesi,Ýzmir Mask Müzesi, Atatürk Müzesi, Radyo ve Demokrasi Müzesi. | Kültürel Miraslar: Þirince Köyü, Bergama Akropolü, Foça Kordon.;Milli Parklar: Karagöl Tabiat Parký, Ýnciralti Kent Ormaný, Ýzmir Doðal Yaþam Parký | Koylar ve Plajlar: Çeþme, Alaçatý, Urla, Foça.  | Daðlar: Bozdað, Yamanlar Daðlarý, Nif Daðý, Yunt Daðlarý, Aydýn Daðlarý. | Þelaleler: Aþýklar Þelalesi, Su Uçuran Þelalesi, Ece Çaðlayaný, Aðlayan Maðara Þelalesi, Deðirmendere Þelalesi, Türkmen Þelalesi;Ýzmir Saat Kulesi: Þehrin sembol yapýlarýndan biri olan saat kulesi. | Kemeraltý Çarþýsý: Tarihi çarþý ve alýþveriþ merkezi. | Ýzmir Agorasý: Antik kent kalýntýlarý ve açýk hava müzesi. | Ýzmir Kordon Boyu: Kordon boyunca uzanan sahil þeridi, yürüyüþ yapmak, bisiklete binmek veya deniz manzarasýnýn tadýný çýkarmak için ideal bir yerdir. | Ýzmir Teleferik: Yamanlar Daðlarý'nda bulunan teleferik, þehrin panoramik manzarasýný görmek için popüler bir turistik noktadýr. | Çeþme: Ýzmir'e baðlý olan ve ünlü plajlarý, otelleri ve gece hayatýyla bilinen bir tatil beldesidir. ;Boyoz, Ýzmir Kumru, Ýzmir Söðüþ, Ýzmir Bombasý, Þambali Tatlýsý, Ýzmir Köftesi, Damla Sakýzlý Kurabiye, Etli Ekmek Dolmasý, Patlýcan Silkme, Sütlü Dilbalýðý, Ýzmir Lokmasý, Zeytinyaðlý Deniz Börülcesi, Yanýk Mantý, Papaz Yahnisi, Radika Salatasý;Çarþýlar: Kemeraltý Çarþýsý, Alsancak Kýbrýs Þehitleri Caddesi. | Alýþveriþ Merkezleri: Forum Bornova, Ýzmir Optimum Outlet, Westpark Outlet, Agora AVM, MaviBahçe AVM, MaviBahçe;Ýzmir Çikolata Tatlý Ve Çocuk Festivali: Çikolata tutkunlarýný bir araya getirerek çeþitli lezzetlerin tadýna varmalarýný saðlayan, ayný zamanda çocuklar için eðlenceli etkinliklerin düzenlendiði keyifli bir festivaldir. | Altýn Kiraz Kültür Ve Sanat Festivali: Ýzmir'in Ödemiþ ilçesinde her yýl düzenlenen, kiraz hasadýnýn kutlandýðý, konserler, sergiler, yarýþmalar ve geleneksel etkinliklerin yer aldýðý renkli bir festivaldir.
Kars;Konumu: Doðu Anadolu Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Allahuekber Daðlarý, Ani Harabeleri, Kars Ovasý. | Ýklimi: Karasal iklim özelliklerine sahiptir. Kýþlar soðuk ve kar yaðýþlý, yazlar ise genellikle kurak ve sýcaktýr.;Önemli Tarihi Yapýlar: Tigran Honents Kilisesi, Büyük Katedral, Manuçehr Camii, Kars Kalesi, Ani Harabeleri, Fethiye Camii, Kümbet Camii. | Müzeler: Kars Müzesi, Kafkas Cephesi Harp Tarihi Müzesi. | Kültürel Miraslar: Selçuklu Sarayý, Ani Antik Kenti, Bakireler Manastýrý, Kýz Kalesi, Gagik Kilisesi, Abdulhamrants Kilisesi, Ýpek Yolu Köprüsü.;Milli Parklar: Kars Soðuksu Tabiat Parký, Allahuekber Daðlarý Milli Parký | Gölleri: Çýldýr Gölü, Karzak Gölü, Aygýr Gölü, Turna Gölü, Çenekci Gölü, Kuyucuk Gölü . | Daðlar: Allahuekber Daðlarý, Kýsýr Daðý, Akbaba Daðý, Aladað ve Aþaðýdað.;Sarýkamýþ Kayak Merkezi: Kýþ sporlarý için popüler bir destinasyon. | Kars Kalesi: Tarihi bir kale ve Kars'ýn sembolik yapýlarýndan biri. | Ani Antik Kenti: UNESCO Dünya Mirasý listesinde yer alan tarihi bir yerleþim birimi.;Gravyer, Tandýrda Kaz Çekmesi, Hörbe, Kars Böreði, Hangel, Kete, Haþýl, Ekþili Et, Feselli, Tencerede Þiþ Kebap, Yaprak Mantý, Gagala, Nezik;Alýþveriþ Merkezleri: BOYNER;Kars Bal Festivali: Yörenin ballarýný tanýtmak ve bu ürünleri kutlamak için düzenlenen bir festival | Sarýkamýþ Kýþ Oyunlarý Festivali: Her yýl Sarýkamýþ'ta düzenlenen ve kýþ sporlarýný, yarýþmalarýný ve etkinliklerini kutlayan bir festivaldir. | Geleneksel Kaþar ve Gravyer Festivali: Dünyanýn en kaliteli ve lezzetli gravyer peyniri baþta olmak üzere Kars’ta tam 32 çeþit peynir üretiliyor. Festival, bu peynirlerin tadýldýðý ve tanýtýldýðý uluslararasý bir gurme buluþmasý. 
Kastamonu;Konumu: Karadeniz Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Küre Daðlarý, Ilgaz Daðlarý, Devrekani Yaylasý. | Ýklimi: Karadeniz iklimi özellikleri gösterir, bol yaðýþlý, nemli ve ýlýmandýr.;Önemli Tarihi Yapýlar: Kastamonu Kalesi, Kastamonu Saat Kulesii, Nasrullah Camii, Kurþunlu Han, Pompeipolis Antik Kenti, Ýnebolu Evleri, Taþköprü. | Müzeler: Kastamonu Arkeoloji Müzesi, Ethnography Museum, Kastamonu Kent Tarihi Müzesi, Liva Paþa Konaðý Etnografya Müzesi. | Kültürel Miraslar: Safranbolu Evleri, Küre Daðlarý Milli Parký, Cem Sultan Bedesteni.;Milli Parklar: Küre Daðlarý Milli Parký, Ilgaz Daðlarý Milli Parký ve Kayak Merkezi. | Maðaralar: Buzluk Maðarasý, Ejder Maðarasý, Ilgarini Maðarasý, Medil Maðarasý, Ilgarini Maðarasý | Kanyonlar: Valla Kanyonu, Horma Kanyonu | Vadiler: Loç Vadisi | Þelaleler: Uzun Göl Þelalesi, Efken Þelalesi, Ilýca Þelalesi | Gölleri: Acuna Dönen Göl, Tosya Göleti, Pýnarbaþý Göleti. | Daðlar: Küre Daðlarý, Ilgaz Daðlarý, Keltepe.;Ýnebolu: Tarihi evleri ve limanýyla ünlü sahil kasabasý. | Küre Daðlarý Milli Parký: Doðal güzellikleri ve trekking için ideal alanlar sunar. | Valla Kanyonu: Kastamonu'nun Azdavay ilçesinde yer alan muhteþem bir doða harikasýdýr. Derin vadiler ve sakin akarsularýyla ünlüdür. Trekking ve doða yürüyüþleri için popüler bir yerdir. | Ýskilip Kaplýcalarý: Ýskilip ilçesinde bulunan doðal termal kaynaklardýr. Þifalý sularýyla bilinen bu kaplýcalar, ziyaretçilere dinlenme ve tedavi imkaný sunar. | Pompeipolis Antik Kenti: Taþköprü Ýlçesi merkezinde bulunan antik kent M.Ö. 64 yýlýnda Romalýlar tarafýndan Paphlagonia (Paflagonya) Eyalet Merkezi olarak kurulmuþtur;Köle Hamuru, Cýrýk Tatlýsý, Delioðlan Sarýðý, Banduma, Kuyu Kebabý, Patates Paçasý,, Kastamonu Pastýrmasý, Mýklama, Siyez Bulgur Pilavý, Kastamonu Simit Tiridi, Kastamonu Çekme Helvasý, Ýhsangazi Ekþili Pilavý, Ecevit Çorbasý, Devrekâni Cýrýk Tatlýsý, Araç Akdene Göce Çorbasý;Çarþýlar: Münire Medresesi El Sanatlarý Çarþýsý;Cide Rýfat Ilgaz Sarý Yazma Kültür Ve Sanat Festivali: Karadeniz'in incisi olarak bilinen Cide ilçesinde her yýl düzenlenen, geleneksel el sanatlarý, folklor etkinlikleri ve edebiyatýn ön plana çýktýðý bir kültürel etkinliktir. | Taþköprü Kültür Ve Sarýmsak Festivali: Kastamonu'nun Taþköprü ilçesinde her yýl düzenlenen, yöresel sarýmsak ürünlerinin sergilendiði, müzik, dans ve çeþitli etkinliklerle renklenen bir kültürel festivaldir.
Kayseri;Konumu: Ýç Anadolu Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Erciyes Daðý, Kýzýlýrmak Nehri, Develi Ovasý. | Ýklimi: Ýç Anadolu iklimi özellikleri gösterir, kýþlarý soðuk ve kar yaðýþlý, yazlarý sýcak ve kurak geçer.;Önemli Tarihi Yapýlar: Kayseri Kalesi, Gevher Nesibe Þifahanesi, Hunat Hatun Külliyesi, Melikgazi Türbesi.  | Müzeler: Kayseri Arkeoloji Müzesi, Güpgüpoðlu Konaðý Etnoðrafya Müzesi, Atatürk Evi ve Müzesi, Kent ve Mimarsinan Müzesi. | Kültürel Miraslar: Kayseri Saat Kulesi, Yaman Dede Cami, Döner Kümbet, Gesi Baðlarý.;Milli Parklar: Sultan Sazlýðý Milli Parký, Aladaðlar Milli Parký. | Daðlar: Erciyes Daðý | Þelaleler: Kapuzbaþý Þelalesi, Yeþilköy Þelalesi, Derebað Þelalesi | Irmaklar: Zamantý Irmaðý | Göller: Sultan Sazlýðý Kuþ Cenneti, Yedigöller, Þeker Gölü;Erciyes Kayak Merkezi: Kýþ sporlarý için popüler bir destinasyon. | Kayseri Saat Kulesi: Tarihi bir saat kulesi ve þehrin sembolik yapýlarýndan biri. | Gesi Baðlarý: Doðal güzellikleri ve tarihi atmosferiyle ünlü bir mesire alanýdýr. | Sultan Sazlýðý Milli Parký: Kayseri'nin Develi ilçesinde yer alan, sulak alan ekosistemlerini korumak amacýyla kurulmuþ, ender bulunan bitki ve hayvan türlerine ev sahipliði yapan önemli bir doðal koruma alanýdýr.;Kayseri Mantýsý, Tepsi Mantýsý, Kayseri Pastýrmasý, Develi Cývýklý Pidesi, Çemenli Ekmek, Pöç Kebabý, Kurþun Aþý, Þebit, Kayseri Yaðlamasý, Kayseri Ketesi, Aside Tatlýsý, Nevzine Tatlýsý;Çarþýlar: Kapalý Çarþý, Yeraltý Çarþýsý, Kazancýlar Çarþýsý, Gazioðlu Çarþýsý | Alýþveriþ Merkezleri: Forum Kayseri AVM, Kayseri Park AVM, Meysu Outlet AVM, Kaysermall Outlet AVM ;Ýncesu Geleneksel Kültür Turizm Ve Üzüm Festivali: Kayseri'nin Ýncesu ilçesinde her yýl düzenlenen, yöresel kültürün sergilendiði, üzüm hasadýnýn kutlandýðý ve çeþitli etkinliklerin düzenlendiði keyifli bir festivaldir. | Yahyalý Elma Kültür Ve Turizm Festivali: Kayseri'nin Yahyalý ilçesinde her yýl düzenlenen, bölgenin elma üretim geleneðini ve kültürünü kutlayan, elma temalý etkinliklerin yapýldýðý ve halkýn bir araya geldiði önemli bir festivaldir.
Kýrklareli;Konumu: Trakya Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Strandzha Daðlarý, Vize Kalesi, Ergene Nehri. | Ýklimi: Karadeniz iklimi özellikleri gösterir, bol yaðýþlý, nemli ve ýlýmandýr.;Önemli Tarihi Yapýlar: Kýrklareli Kalesi, Babaeski Saat Kulesi, Kýyýköy Kalesi, Zindan Baba Türbesi, Kýyýköy Aya Nikola Manastýrý, Vize Küçük Ayasofya Cami. | Müzeler: Kýrklareli Müzesi | Kültürel Miraslar: Kýyýköy Köyü, Ýðneada Longoz Ormanlarý.;Milli Parklar: Ýðneada Longoz Ormanlarý Milli Parký | Þelaleler: Cehennem Þelaleleri | Maðaralar: Dupnisa Maðarasý, Kýyýköy Maðarasý| Koylar: Poliçe Koyu, Panayýr Ýskelesi Koyu, Pabuçdere | Daðlar:  Yýldýz Daðlarý;Kýyýköy: Karadeniz kýyýsýnda yer alan tarihi bir balýkçý köyüdür. | Vize Kalesi: Ortaçað'dan kalma tarihi bir kaledir ve muhteþem bir manzaraya sahiptir. | Ýðneada Plajlarý: Temiz kumsallarý ve doðal güzellikleriyle ünlü plajlar.;Labada Borani, Papara, Kýrklareli Köftesi, Kuzu Kapama, Pekmezli Kaçamak, Sini Mantýsý, Kaymaçina, Manca, Sütlü Hamur Çorbasý, Kupriva, Býldýrcýn Kaðýt Kebabý, Sütlü Biber Turþusu, Labada Sarmasý, Tavuklu Kalle, Sütlü Çorba;Çarþýlar: Kýrklareli Çarþýsý (Bedesten) | Alýþveriþ Merkezleri: MiniMALL ;Geleneksel Demirköy Çilek Festivali: Bölgenin lezzetli çileklerinin tanýtýldýðý, müzik, dans ve çeþitli etkinliklerle renklenen sevilen bir festivaldir. | Uluslararasý Ýþçi Filmleri Festivali Lüleburgaz: Ýþçi haklarý ve sosyal adalet konularýný ele alan uluslararasý film yapýtlarýnýn sergilendiði önemli bir etkinliktir.
Kýrþehir;Konumu: Ýç Anadolu Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Kýzýlýrmak Nehri, Kýrþehir Ovasý, Mucur Taþlý Çayý. | Ýklimi: Ýç Anadolu iklimi özellikleri gösterir, kýþlarý soðuk ve kar yaðýþlý, yazlarý sýcak ve kurak geçer.;Önemli Tarihi Yapýlar: Cacabey Medresesi, Ahi Evran Türbesi, Ahi Evran Camii, Üçayak Kilisesi, Melikgazi Kümbeti. | Müzeler: Mucur Yer Altý Þehri , Kýrþehir Müzesi, Neþet Ertaþ Müzesi.;Milli Parklar: Japon Bahçesi, Kýrþehir Kent Park, Aþýkpaþa Tabiat Parký | Gölleri: Seyfe Gölü, Obruk Gölü, Hirfanlý Baraj Gölü . | Maðaralar: Obruk Daðý Maðarasý;Kaman Kalehöyük: Hitit dönemine ait kalýntýlarýn bulunduðu arkeolojik bir alan. | Cacabey Medresesi: Selçuklu dönemine ait önemli bir kültürel miras. | Japon Bahçesi: Geleneksel Japon peyzaj tasarýmý prensiplerine dayanan, doðal unsurlarla harmoni içinde düzenlenmiþ sakinleþtirici bir dinlenme ve gezinti alanýdýr.;Keykef, Temal, Çullama, Tandýrda Çömlek Paça, Çömlekte Kuru Fasulye, Madýmak, Kesme Aþý, Yoðurt (Ayran) Çorbasý, Topalak (Etsiz Köfte), Düðür Çorbasý, Lepe (Sütlü Pilav), Çirleme, Boraný, Sündürme;Alýþveriþe uygun çarþý ya da AVM bulunmamaktadýr;Kaman Ceviz Kültür Ve Sanat Festivali: Yöresel kültürü ve ceviz üretimini tanýtan, müzik, dans ve geleneksel el sanatlarý gibi etkinliklerin yer aldýðý renkli bir festivaldir. | Kýrþehir Geleneksel Gurbetçi Þenliði: Yurt dýþýnda yaþayan Kýrþehirli gurbetçilerin memleketlerine dönerek bir araya geldiði, geleneksel müzik ve dans gösterilerinin yapýldýðý coþkulu bir etkinliktir.
Kocaeli;Konumu: Marmara Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Kocaeli Yarýmadasý, Kartepe Daðý, Ýzmit Körfezi. | Ýklimi: Marmara iklimi özellikleri gösterir, kýþlarý ýlýk ve yaðýþlý, yazlarý sýcak ve nemlidir.;Önemli Tarihi Yapýlar: Ýzmit Saat Kulesi, Tütünçiftlik Kalesi, Çoban Mustafa Paþa Külliyesi | Müzeler: Kocaeli Arkeoloji ve Etnoðrafya Müzesi , Hereke Halý ve Kilim Müzesi, Atatürk ve Redif Müzesi, Kocaeli Bilim Merkezi ve SEKA Kâðýt Müzesi, Av Köþkü Saray Müzesi (Kasr-ý Hümayun). | Kültürel Miraslar: Hannibal Anýt Mezarý, Sýrrý Paþa Konaðý, Kaiser Wilhelm Köþkü, Anibal’in Anýtý;Milli Parklar: Ormanya, Kartepe Milli Parký, Ballýkayalar Tabiat Parký, Faruk Yalçýn Hayvanat Bahçesi ve Botanik Parký, Kuzu Yaylasý Tabiat Parký, Beþkayalar Tabiat Parký. | Yaylalar: Kadýrga Yaylasý | Gölleri: Sapanca Gölü, Ýzmit Çaðýrgan Göleti, Býçkýdere Göleti. | Daðlar: Kartepe Daðý, Samanlý Daðlarý.;Kartepe Kayak Merkezi: Kýþ sporlarý için popüler bir destinasyon. | Ýzmit Saat Kulesi: Tarihi bir saat kulesi ve þehrin sembolik yapýlarýndan biri. | Sapanca Gölü: Doðal güzellikleri ve rekreasyon imkanlarýyla ünlü bir tatil beldesi. | Ormanya: Kocaeli'nin doðal yaþam alanlarýný koruma ve insanlarla buluþturma amacýyla oluþturulan Ormanya, yürüyüþ parkurlarý, piknik alanlarý ve çeþitli etkinlikleriyle doða severlerin ilgisini çeken bir rekreasyon alanýdýr.;Kandýra Yoðurdu, Piþmaniye, Otur Fatma Tatlýsý, Mancarlý Kandýra Pidesi, Hindi Dolmasý, Cýzlama, Ciðceli Kavurma, Dartý, Umaç Çorbasý, Mancar Yemeði;Alýþveriþ Merkezleri: Symbol Kocaeli AVM, NCITY AVM, Arastapark AVM ;Gtü Kozadan Kelebeðe Engelsiz Gençlik Festivali: Gebze Teknik Üniversitesi (GTÜ) tarafýndan düzenlenen, engelli bireylerin topluma kazandýrýlmasý, farkýndalýk oluþturulmasý ve birlikte eðlenilmesini amaçlayan, çeþitli etkinliklerin ve atölyelerin yer aldýðý önemli bir sosyal sorumluluk projesidir. | Kocaeli Film Festivali: Her yýl þehrin sinema kültürünü geliþtirmeyi ve sinemaseverleri buluþturmayý amaçlayan önemli bir etkinliktir. Ulusal ve uluslararasý düzeyde film gösterimleri, yarýþmalar, panel ve söyleþiler gibi çeþitli etkinliklerle dolu bir program sunar. 
Konya;Konumu: Ýç Anadolu Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Tuz Gölü, Beyþehir Gölü.  | Ýklimi: Ýç Anadolu iklimi özellikleri gösterir, kýþlarý soðuk ve kurak, yazlarý sýcak ve kurak geçer.;Önemli Tarihi Yapýlar: Mevlana Türbesi, Alaaddin Tepesi, Karatay Medresesi, Ýnce Minareli Medrese, Selimiye Camii, Alâeddin Cami. | Müzeler: Mevlana Müzesi, Konya Arkeoloji Müzesi, Konya Etnografya Müzesi. | Kültürel Miraslar: Çatalhöyük, Beyþehir Eþrefoðlu Ca, Eflatunpýnar Hitit Anýtýmii, Nasreddin Hoca Türbesi, Kilistra Antik Kenti, Çatalhöyük Neolitik Kenti, Ývriz Kaya Anýtý, Selçuklu Köþkü.;Milli Parklar: Beyþehir Milli Parký. | Gölleri: Meke Gölü, Akþehir Gölü, Obruk Gölü, Beyþehir Gölü. | Þelaleler: Yerköprü Þelalesi | Daðlar: Sultan Daðlarý. | Maðaralar: Týnaztepe Maðarasý, Büyük Düden Maðarasý, Ýnbaþý Maðarasý, Güvercinlik Maðarasý;Mevlana Müzesi: Dünya çapýnda ünlü Mevlana'nýn türbesi ve müzesi. | Alaaddin Tepesi: Þehrin en yüksek noktasý olan Alaaddin Tepesi, muhteþem bir panoramik manzaraya sahiptir. | Çatalhöyük: Dünya'nýn en eski yerleþim alanlarýndan biri olan Çatalhöyük, arkeolojik kazýlarla ziyaret edilebilir.;Düðün Yemeði, Etli Ekmek, Arabaþý Çorbasý, Tirit Kebabý, Bamya Çorbasý, Çebiç, Fýrýn Kebabý, Sacarasý, Mevlana Böreði, Etli Topalak Çorbasý, Batýrýk, Kabak Kayganasý;Çarþýlar: Yeraltý Çarþýsý, Mevlana Çarþýsý | Alýþveriþ Merkezleri: Konya Kentplaza AVM, Konya Kulesite AVM, M1 Konya AVM, ;Uluslararasý Akþehir Nasreddin Hoca Þenliði: Nasreddin Hoca'yý anma ve onun felsefesini yaþatma amacýyla düzenlenen, çeþitli etkinliklerin, tiyatro gösterilerinin ve halk oyunlarýnýn yer aldýðý renkli bir kültürel festivaldir. | Þeb-Ý Arus: Mevlana Celaleddin Rumi'nin vefatýnýn yýldönümünde her yýl Konya'da düzenlenen uluslararasý düzeydeki anma törenleri ve etkinliklerdir, ziyaretçilere semazen gösterileri, ilahi müzik dinletileri ve Mevlevi geleneðinin yaþatýldýðý bir atmosfer sunar.
Kütahya;Konumu: Ýç Anadolu Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Murat Daðý, Porsuk Çayý. | Ýklimi: Ýç Anadolu iklimi özellikleri gösterir, kýþlarý soðuk ve kar yaðýþlý, yazlarý sýcak ve kurak geçer.;Önemli Tarihi Yapýlar: Kütahya Kalesi,  Aizanoi Antik Kenti, Seyitömer Türbesi. | Müzeler: Lajos Kossuth Müzesi, Kütahya Çini Müzesi, Anadolu Kültür Sanat ve Arkeoloji Müzesi, Kent Tarihi Müzesi, Jeoloji Müzesi, Dumlupýnar Üniversitesi Arkeoloji Müzesi, Sýtký Olçar Çini Müzesi. | Kültürel Miraslar: Alaaddin Keykubat Camii, Çinili Cami, Dönenler Camii, Germiyan Sokaðý;Milli Parklar: Murat Daðý Tabiat Parký, Domaniç Ormanlarý, Yedigöller 100. Yýl Kültür Parký | Gölleri: Eynal Gölü, Simav Gölü | Daðlar: Murat Daðý, Yellice Daðý, Domaniç Daðlarý, Gümüþ Daðý, Yeþil Dað, Þaphane Daðý. | Maðaralar: Naldöken Maðarasý | Vadiler: Frig Vadisi;"Kütahya Çinili Camii: Ünlü çini süslemeleriyle ünlü olan Osmanlý dönemi camii. | Porsuk Çayý: Þehrin merkezinden geçen ve çevresinde piknik alanlarý bulunan doðal bir güzellik. | Aizanoi Antik Kenti: Roma dönemine ait antik kent kalýntýlarý ve tiyatro sahnesi ile ünlü arkeolojik alan. | Germiyan Sokaðý: Kütahya'nýn tarihi ve çekici çarþýlarýndan biridir; Osmanlý dönemine ait mimari özellikleriyle ünlüdür ve ziyaretçilere geleneksel el sanatlarý ürünleri, hediyelik eþyalar ve yöresel lezzetler sunar.";Namaz Dolmasý, Cimcik, Ispanaklý Þibit, Dolamber Böreði, Haþhaþlý Gözleme, Gökçümen Hamursuzu, Kýymalý Sini Mantýsý, Tosunum, Lokum, Sýkýcýk Çorbasý, Miyane Çorbasý;Çarþýlar: Kütahya Kervansarayý Çiniciler Çarþýsý | Alýþveriþ Merkezleri: Kütahya Sera AVM;"Hayme Ana’Yý Anma Ve Göç Þenlikleri: Kütahya'nýn Simav ilçesinde her yýl düzenlenen geleneksel bir etkinliktir; Anadolu'nun köklü kültürüne ve tarihine saygý duyarak, Osmanlý'nýn kuruluþ dönemlerindeki göç olaylarýný anmak ve yaþatmak amacýyla düzenlenir, yöresel kültürün ve folklorun zenginliklerini sunar. | Kütahya Çini ve Seramik Festivali:Þehrin çini ve seramik sanatýný tanýtmak, geliþtirmek ve gelecek nesillere aktarmak amacýyla düzenlenir."
Malatya;Konumu: Doðu Anadolu Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Malatya Ovasý, Tohma Vadisi, Nurhak Daðlarý. | Ýklimi: Ýç Anadolu iklimi özellikleri gösterir, kýþlarý soðuk ve kar yaðýþlý, yazlarý sýcak ve kurak geçer.;Önemli Tarihi Yapýlar: Malatya Kalesi, Arslantepe Höyüðü, Aslantepe Kaya Mezarlarý. | Müzeler: Malatya Müzesi, Atatürk Evi Müzesi, Etnoðrafya Müzesi Merkez, Radyo Gramofon Müzesi. | Kültürel Miraslar: Yeþilyurt Evleri, Somuncu Baba Türbesi ve Külliyesi, Battalgazi Ulu Cami;Milli Parklar: Nemrut Daðý Milli Parký, Beydaðý Tabiat Parký | Þelaleler: Kernek Þelalesi, Günpýnar Þelalesi | Daðlar: Derbent Daðý, Kepez Daðý, Akçadað;Aslantepe: Arkeolojik kazýlarla gün yüzüne çýkarýlan antik kent kalýntýlarý ve höyük. | Malatya Kalesi: Malatya Kalesi'nin tarihi ve manzarasýyla göz kamaþtýran bölgesi.;Kayýsý, Gýrýk, Kayýsýlý Kavurma, Kiraz Yapraðý Sarmasý, Banýk, Elmalý Köfte, Geleli Kebabý, Acýlý Ayran, Lahana Köftesi, Kara Çorba, Analý Kýzlý, Ýçli Köfte, Kayýsý Tatlýsý, Malatya Kömbesi;Alýþveriþ Merkezleri: Malatya Park AVM, Malatya City AVM ;Malatya Kayýsý Festivali: Yörenin meþhur kayýsý ürünlerini tanýtmak için düzenlenen bir festival. | Geleneksel Zengibar Karakucak Güreþ Ve Kültür Festivali: Geleneksel Karakucak güreþlerini kutlamak ve yaþatmak amacýyla düzenlenir. Ayrýca, yöresel kültürün tanýtýmý, halk oyunlarý gösterileri, konserler ve diðer çeþitli etkinlikler de festival kapsamýnda gerçekleþtirilir. 
Manisa;Konumu: Ege Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Spil Daðý, Manisa Ovasý, Gediz Nehri. | Ýklimi: Akdeniz iklimi özellikleri gösterir, kýþlarý ýlýman ve yaðýþlý, yazlarý sýcak ve kurak geçer.;Önemli Tarihi Yapýlar: Aigai Antik Kenti, Sardes Antik Kenti, Manisa Muradiye Camii, Manisa Kalesi, Sidas Antik Kenti, Philadelphia Siesean Kilisesi | Müzeler: Manisa Arkeoloji ve Etnografya Müzesi, Akhisar Müzesi | Kültürel Miraslar: Kula Evleri, Aðlayan Kaya, Manisa Yeni Han, Sardes Antik Kenti ve Artemis Tapýnaðý, Manisa Ulu Camii ve Medresesi, Manisa Hatuniye Camii ve Külliyesi;Milli Parklar: Spil Daðý Milli Parký, Manisa Akpýnar Mesire Alaný | Gölleri: Marmara Gölü. | Daðlar: Spil Daðý, Yunt Daðý. | Peri Bacalarý: Kuladokya Peri Bacalarý;Aigai Antik Kenti: Eski çaðlardan kalma kalýntýlarýyla ünlü antik kent. | Manisa Kalesi: Þehrin yüksek bir noktasýnda yer alan tarihi kale. | Þehzadeler Parký: Þehir merkezinde bulunan geniþ yeþil alan ve rekreasyon alaný.;Mesir Macunu, Kula Güveç Kapamasý, Þekerli Pide, Kulak Çorbasý, Odun Köftesi, Manisa Kebabý, Kýrkaðaç Köftesi, Sura, Þevket-i Bostan, Bal Kabaðý Sinkonta, Etli Ekmek Dolmasý, Mantar Tatlýsý;Çarþýlar: Kula Çarþýsý | Alýþveriþ Merkezleri: Forum Magnesia AVM, Özdilek Manisa Turgutlu AVM;Salihli-Kula Bisiklet Festivali: Her yýl düzenlenen ve bisiklet tutkunlarýný bir araya getiren önemli bir etkinliktir, festival kapsamýnda bisiklet yarýþlarý, kültürel etkinlikler ve çeþitli aktiviteler gerçekleþtirilir. | Manisa Adala Þeftali Festivali: Her yýl Adala ilçesinde düzenlenen ve bölgenin þeftali üretimini kutlayan, renkli etkinliklerin gerçekleþtirildiði önemli bir festivaldir.
